transactionid,transactiondate,customerid,productid,storeid,campaignid,totalamount,quantitysold,paymentmethod,salesrepresentative,unit_price
1462,2025-08-07,1049,2049,405,3,810.12,3,Credit Card,D. Williams,270.04
1464,2024-12-18,1005,2083,403,0,2594.88,2,Debit Card,J. Alvarez,1297.44
1465,2024-01-17,1053,2014,405,1,1050.1,1,Apple Pay,K. Nguyen,1050.1
1466,2024-12-09,1036,2062,402,4,2686.96,4,PayPal,K. Nguyen,671.74
1468,2025-06-13,1289,2009,402,2,3223.14,3,PayPal,J. Alvarez,1074.3799999999999
1469,2025-10-19,1154,2079,403,0,1147.47,1,Credit Card,R. Johnson,1147.47
1470,2024-09-15,1000,2041,404,3,218.98,2,Credit Card,S. Patel,109.49
1471,2024-11-18,1395,2046,402,1,1191.48,6,PayPal,M. Chen,198.58
1472,2025-10-05,1000,2026,405,2,5277.48,4,Debit Card,D. Williams,1319.37
1473,2024-05-10,1039,2081,404,3,1212.38,1,Debit Card,D. Williams,1212.38
1474,2025-06-25,1050,2015,404,1,2898.32,2,Credit Card,S. Patel,1449.16
1475,2025-09-30,1025,2085,403,1,1161.31,1,Cash,A. Torres,1161.31
1476,2024-07-26,1385,2058,404,1,276.52,2,Cash,R. Johnson,138.26
1477,2025-11-16,1015,2065,405,1,915.27,1,Debit Card,K. Nguyen,915.27
1479,2024-09-01,1058,2012,404,4,1367.54,2,Cash,S. Patel,683.77
1482,2025-04-28,1057,2112,405,1,684.23,2,Cash,D. Williams,342.115
1484,2025-01-14,1043,2004,405,1,3946.47,3,Cash,D. Williams,1315.49
1485,2024-09-07,1010,2003,403,1,3443.04,2,Cash,S. Patel,1721.52
1486,2024-01-01,1068,2019,403,3,1652.56,1,PayPal,K. Nguyen,1652.56
1487,2025-04-08,1072,2000,404,0,2155.06,2,Credit Card,A. Torres,1077.53
1488,2024-03-09,1254,2010,403,4,4672.51,3,Credit Card,R. Johnson,1557.5033333333333
1489,2025-05-16,1074,2058,403,3,276.52,2,Cash,R. Johnson,138.26
1490,2025-05-09,1310,2018,401,0,1838.86,2,Apple Pay,K. Nguyen,919.43
1491,2025-09-10,1025,2069,402,3,1172.68,1,Debit Card,L. Martinez,1172.68
1492,2025-10-16,1057,2003,405,0,3691.26,2,Cash,J. Alvarez,1845.63
1494,2025-09-21,1050,2004,403,0,1315.49,1,Credit Card,D. Williams,1315.49
1495,2024-07-27,1037,2085,404,1,3013.27,3,PayPal,A. Torres,1004.4233333333333
1496,2024-06-07,1055,2096,404,4,536.8,2,Apple Pay,M. Chen,268.4
1497,2025-02-06,1129,2046,403,0,595.74,3,PayPal,K. Nguyen,198.58
1498,2025-03-02,1062,2040,401,0,815.52,4,Apple Pay,R. Johnson,203.88
1499,2025-11-18,1041,2044,403,4,843.9,3,Apple Pay,J. Alvarez,281.3
1500,2024-04-25,1027,2018,405,3,2050.76,2,PayPal,R. Johnson,1025.38
1501,2024-05-20,1048,2001,401,0,1560.58,1,Apple Pay,D. Williams,1560.58
1502,2025-05-02,1207,2009,404,1,1074.38,1,Apple Pay,R. Johnson,1074.38
1503,2025-03-23,1246,2003,404,4,3615.36,2,Debit Card,D. Williams,1807.68
1504,2025-11-08,1028,2052,402,0,626.31,3,PayPal,S. Patel,208.76999999999998
1505,2025-07-05,1394,2079,404,0,4589.88,4,Cash,L. Martinez,1147.47
1506,2024-11-16,1059,2104,401,1,1484.61,3,PayPal,D. Williams,494.86999999999995
1507,2024-09-08,1117,2057,401,0,286.16,1,Credit Card,L. Martinez,286.16
1508,2024-11-15,1295,2105,402,1,497.32,2,PayPal,D. Williams,248.66
1509,2025-01-19,1057,2035,405,0,666.29,4,Debit Card,K. Nguyen,166.5725
1510,2024-07-20,1023,2051,401,3,145.46,1,PayPal,K. Nguyen,145.46
1511,2024-11-03,1006,2024,401,0,1054.83,1,PayPal,S. Patel,1054.83
1512,2024-12-26,1044,2022,402,1,4477.35,3,Credit Card,M. Chen,1492.45
1513,2024-07-20,1022,2115,403,0,1258.64,4,Cash,J. Alvarez,314.66
1514,2024-11-27,1379,2047,404,0,444.6,4,Credit Card,K. Nguyen,111.15
1515,2024-08-02,1028,2005,401,0,5503.38,3,Cash,D. Williams,1834.46
1516,2024-09-19,1075,2011,401,1,1969.6,2,Cash,M. Chen,984.8
1517,2025-08-06,1346,2027,402,0,3423.62,2,Apple Pay,A. Torres,1711.81
1518,2024-03-26,1030,2062,403,4,1343.48,2,Debit Card,A. Torres,671.74
1519,2024-06-15,1321,2073,402,1,2910.84,4,Credit Card,M. Chen,727.71
1520,2024-09-17,1040,2038,403,0,168.01,1,PayPal,J. Alvarez,168.01
1521,2024-11-26,1036,2070,404,0,2157.58,2,Credit Card,D. Williams,1078.79
1522,2024-11-01,1394,2064,404,2,1174.13,1,PayPal,K. Nguyen,1174.13
1523,2025-03-29,1050,2000,403,2,4310.12,4,Apple Pay,A. Torres,1077.53
1524,2025-04-26,1106,2103,403,0,821.36,2,PayPal,M. Chen,410.68
1525,2025-11-05,1022,2067,405,0,4022.1,3,Debit Card,L. Martinez,1340.7
1526,2024-09-24,1051,2110,405,2,498.68,2,Cash,J. Alvarez,249.34
1527,2024-04-08,1055,2055,405,0,891.96,4,Apple Pay,L. Martinez,222.99
1528,2025-08-26,1248,2072,403,0,3251.16,4,PayPal,R. Johnson,812.79
1529,2024-12-05,1045,2039,403,2,672.12,4,Debit Card,L. Martinez,168.03
1530,2025-06-02,1289,2010,401,0,1648.63,1,Credit Card,M. Chen,1648.63
1531,2025-09-25,1057,2108,403,3,358.13,1,Cash,M. Chen,358.13
1532,2025-04-24,1227,2036,404,0,509.26,2,Credit Card,A. Torres,254.63
1533,2025-06-08,1114,2001,404,2,3121.16,2,Credit Card,M. Chen,1560.58
1534,2024-06-03,1053,2041,405,2,109.49,1,PayPal,R. Johnson,109.49
1535,2024-07-07,1044,2003,404,3,7875.04,4,Apple Pay,K. Nguyen,1968.76
1536,2024-04-13,1048,2001,403,2,1362.51,1,Cash,R. Johnson,1362.51
1537,2025-08-23,1068,2082,404,0,4929.44,4,Apple Pay,S. Patel,1232.36
1538,2025-04-14,1212,2045,405,3,533.25,2,PayPal,D. Williams,266.625
1540,2024-03-26,1050,2051,401,1,581.84,4,Debit Card,K. Nguyen,145.46
1541,2025-03-15,1009,2010,403,2,1648.63,1,PayPal,M. Chen,1648.63
1542,2025-07-22,1114,2054,405,3,115.9,1,PayPal,D. Williams,115.9
1544,2025-07-26,1042,2005,401,0,5503.38,3,PayPal,D. Williams,1834.46
1545,2025-06-30,1120,2025,402,1,4292.44,4,PayPal,D. Williams,1073.11
1547,2024-08-26,1106,2071,405,4,5679.12,4,PayPal,K. Nguyen,1419.78
1548,2025-07-04,1046,2017,404,0,1958.82,3,PayPal,J. Alvarez,652.9399999999999
1550,2024-11-06,1202,2037,405,0,486.34,2,Apple Pay,L. Martinez,243.17
1551,2025-10-10,1072,2012,404,1,2735.08,4,Apple Pay,L. Martinez,683.77
1552,2025-04-10,1123,2029,403,0,3343.52,2,PayPal,R. Johnson,1671.76
1553,2024-11-30,1015,2045,403,2,295.21,1,Credit Card,D. Williams,295.21
1554,2024-09-02,1320,2059,403,3,496.16,4,PayPal,J. Alvarez,124.04
1555,2025-05-18,1049,2086,401,1,3453.52,4,Apple Pay,R. Johnson,863.38
1556,2024-12-05,1010,2001,405,2,1560.58,1,PayPal,L. Martinez,1560.58
1557,2024-05-12,1075,2069,402,4,3812.07,3,Apple Pay,M. Chen,1270.69
1558,2025-03-11,1036,2060,401,3,528.67,1,Apple Pay,K. Nguyen,528.67
1559,2024-11-20,1062,2049,404,3,810.12,3,PayPal,R. Johnson,270.04
1560,2025-11-07,1041,2046,403,3,595.74,3,Credit Card,S. Patel,198.58
1561,2025-08-23,1035,2041,402,2,328.47,3,Credit Card,J. Alvarez,109.49000000000001
1562,2025-03-07,1070,2079,402,0,4589.88,4,Cash,R. Johnson,1147.47
1563,2024-12-11,1218,2068,401,2,1810.24,2,Cash,L. Martinez,905.12
1564,2025-09-21,1289,2014,404,2,4200.4,4,Debit Card,R. Johnson,1050.1
1565,2025-06-07,1055,2115,404,2,1258.64,4,Apple Pay,K. Nguyen,314.66
1566,2025-11-12,1326,2112,404,0,777.98,2,Debit Card,M. Chen,388.99
1567,2024-12-03,1057,2084,403,4,2919.27,3,Credit Card,A. Torres,973.09
1568,2025-11-07,1026,2015,403,0,4347.48,3,Cash,A. Torres,1449.1599999999999
1569,2025-04-27,1098,2017,401,2,652.94,1,PayPal,D. Williams,652.94
1570,2024-12-02,1050,2004,403,2,1315.49,1,Cash,J. Alvarez,1315.49
1572,2025-07-02,1098,2022,405,2,1492.45,1,Debit Card,R. Johnson,1492.45
1573,2025-09-23,1033,2048,402,2,280.71,1,Cash,J. Alvarez,280.71
1574,2024-10-08,1000,2054,402,2,231.8,2,Debit Card,R. Johnson,115.9
1575,2025-10-21,1201,2050,405,2,227.25,1,Debit Card,R. Johnson,227.25
1576,2025-03-31,1044,2002,404,2,8813.22,6,Credit Card,D. Williams,1468.87
1577,2024-02-20,1007,2013,403,0,1409.63,1,Debit Card,K. Nguyen,1409.63
1578,2025-06-20,1027,2012,403,2,1367.54,2,Apple Pay,S. Patel,683.77
1579,2025-10-23,1139,2043,404,1,307.74,3,Cash,R. Johnson,102.58
1580,2025-03-21,1087,2119,404,3,1455.15,3,Cash,S. Patel,485.05
1581,2025-11-22,1001,2022,405,4,1492.45,1,Credit Card,M. Chen,1492.45
1582,2024-03-16,1000,2020,405,0,1293.42,1,Cash,S. Patel,1293.42
1583,2024-07-31,1004,2096,404,4,955.24,4,Cash,D. Williams,238.81
1584,2024-03-08,1316,2077,402,1,820.75,1,Credit Card,L. Martinez,820.75
1585,2024-12-10,1074,2093,402,0,414.98,2,Debit Card,L. Martinez,207.49
1586,2024-06-19,1071,2112,401,0,777.98,2,Cash,A. Torres,388.99
1587,2025-08-19,1154,2037,405,0,729.51,3,Apple Pay,K. Nguyen,243.17
1588,2025-04-12,1026,2099,405,2,995.1,2,Apple Pay,L. Martinez,497.55
1589,2024-12-12,1017,2037,402,0,243.17,1,Credit Card,A. Torres,243.17
1590,2024-08-24,1060,2004,402,0,5261.96,4,PayPal,M. Chen,1315.49
1591,2024-06-17,1037,2037,402,0,972.68,4,Apple Pay,S. Patel,243.17
1592,2025-11-17,1016,2108,405,2,1074.39,3,Credit Card,K. Nguyen,358.13000000000005
1593,2025-06-06,1039,2021,401,4,4549.55,3,Debit Card,K. Nguyen,1516.5166666666667
1594,2025-05-15,1005,2000,401,0,2155.06,2,Credit Card,R. Johnson,1077.53
1595,2024-12-31,1353,2035,402,0,558.12,3,Debit Card,L. Martinez,186.04
1596,2024-08-19,1346,2039,404,3,301.06,2,Cash,J. Alvarez,150.53
1597,2025-04-19,1395,2047,403,0,105.57,1,Apple Pay,D. Williams,105.57
1598,2025-08-09,1004,2075,404,0,3676.14,4,PayPal,R. Johnson,919.035
1599,2024-10-12,1010,2008,402,0,2318.3,2,PayPal,S. Patel,1159.15
1603,2025-09-02,1088,2079,405,0,1147.47,1,Debit Card,L. Martinez,1147.47
1604,2025-02-28,1037,2106,402,1,187.38,1,Apple Pay,R. Johnson,187.38
1605,2025-05-20,1074,2084,401,0,973.09,1,Apple Pay,R. Johnson,973.09
1606,2024-08-20,1015,2004,405,0,5261.96,4,Apple Pay,R. Johnson,1315.49
1607,2024-12-17,1048,2048,401,2,842.13,3,Credit Card,J. Alvarez,280.71
1608,2024-08-17,1059,2013,402,0,1409.63,1,Credit Card,D. Williams,1409.63
1609,2025-10-06,1068,2104,403,2,1484.61,3,Debit Card,A. Torres,494.86999999999995
1611,2024-06-20,1111,2019,404,1,6610.24,4,Credit Card,D. Williams,1652.56
1613,2025-08-24,1068,2028,403,0,4253.46,3,Debit Card,S. Patel,1417.82
1615,2025-02-11,1003,2057,401,0,858.48,3,Cash,M. Chen,286.16
1617,2024-05-25,1233,2084,404,0,1946.18,2,Cash,M. Chen,973.09
1618,2024-08-06,1091,2076,405,4,3769.17,3,Cash,R. Johnson,1256.39
1619,2025-02-23,1395,2082,404,4,3697.08,3,Cash,J. Alvarez,1232.36
1620,2024-10-09,1154,2098,405,1,948.74,2,Apple Pay,R. Johnson,474.37
1621,2024-11-12,1015,2000,402,0,4310.12,4,Apple Pay,R. Johnson,1077.53
1622,2024-09-07,1334,2063,405,2,1261.9,1,Apple Pay,J. Alvarez,1261.9
1623,2024-05-06,1036,2068,404,0,1810.24,2,Cash,A. Torres,905.12
1624,2025-11-08,1144,2044,405,1,281.3,1,PayPal,D. Williams,281.3
1625,2025-02-10,1062,2038,405,2,504.03,3,Debit Card,R. Johnson,168.01
1626,2024-08-08,1039,2109,403,2,1039.02,3,PayPal,S. Patel,346.34
1627,2025-04-03,1033,2078,402,0,4633.0,4,Credit Card,J. Alvarez,1158.25
1628,2024-01-25,1050,2070,403,0,4860.6,4,Apple Pay,M. Chen,1215.15
1629,2024-09-15,1088,2037,401,1,223.73,1,PayPal,J. Alvarez,223.73
1630,2025-05-11,1098,2079,401,2,2294.94,2,Debit Card,M. Chen,1147.47
1631,2025-03-23,1155,2042,404,4,405.68,2,Cash,J. Alvarez,202.84
1632,2025-05-12,1137,2081,402,4,2424.76,2,Apple Pay,L. Martinez,1212.38
1633,2025-11-23,1099,2072,405,0,1625.58,2,Cash,R. Johnson,812.79
1634,2024-07-10,1269,2068,402,0,7240.96,8,Credit Card,K. Nguyen,905.12
1635,2025-11-03,1276,2088,405,1,5276.76,4,Apple Pay,J. Alvarez,1319.19
1636,2025-11-21,1031,2054,403,0,347.7,3,Credit Card,M. Chen,115.89999999999999
1637,2025-07-16,1027,2013,401,3,1409.63,1,Debit Card,D. Williams,1409.63
1638,2024-06-24,1033,2076,405,4,3769.17,3,Cash,R. Johnson,1256.39
1639,2024-04-26,1111,2018,401,0,1025.38,1,Debit Card,D. Williams,1025.38
1640,2024-12-29,1064,2076,403,2,1256.39,1,Cash,D. Williams,1256.39
1641,2024-12-04,1025,2021,405,0,6550.2,4,PayPal,A. Torres,1637.55
1642,2025-08-27,1088,2051,405,1,581.84,4,Cash,A. Torres,145.46
1643,2025-06-03,1334,2058,401,0,276.52,2,Debit Card,K. Nguyen,138.26
1644,2024-03-08,1048,2027,404,0,6847.24,4,Apple Pay,D. Williams,1711.81
1645,2025-03-30,1021,2020,403,2,5173.68,4,Debit Card,R. Johnson,1293.42
1646,2024-11-24,1035,2016,405,1,5062.92,4,Credit Card,R. Johnson,1265.73
1647,2024-05-27,1004,2078,404,0,4633.0,4,Credit Card,L. Martinez,1158.25
1648,2025-03-21,1045,2018,402,2,3076.14,3,Apple Pay,K. Nguyen,1025.3799999999999
1649,2025-07-01,1041,2046,405,0,595.74,3,Debit Card,A. Torres,198.58
1650,2025-10-10,1010,2045,405,3,885.63,3,Debit Card,D. Williams,295.21
1652,2024-12-16,1289,2068,405,0,2715.36,3,Credit Card,L. Martinez,905.12
1653,2024-05-19,1114,2091,405,4,451.21,1,Apple Pay,K. Nguyen,451.21
1654,2024-11-02,1015,2051,404,0,290.92,2,Apple Pay,D. Williams,145.46
1655,2024-12-25,1034,2048,401,3,1122.84,4,Cash,S. Patel,280.71
1656,2024-07-08,1088,2039,403,0,672.12,4,Credit Card,J. Alvarez,168.03
1657,2024-08-13,1346,2053,403,3,428.6,4,Credit Card,M. Chen,107.15
1658,2024-12-22,1000,2113,403,1,1292.28,4,Credit Card,S. Patel,323.07
1659,2024-02-14,1048,2010,404,0,3297.26,2,Apple Pay,J. Alvarez,1648.63
1660,2024-02-02,1213,2025,401,0,2146.22,2,Cash,S. Patel,1073.11
1661,2024-01-20,1025,2054,402,1,231.8,2,Apple Pay,M. Chen,115.9
1662,2025-08-27,1028,2046,401,1,794.32,4,Debit Card,M. Chen,198.58
1663,2025-05-31,1070,2085,403,1,3021.11,3,Credit Card,D. Williams,1007.0366666666667
1665,2024-03-21,1201,2016,405,3,3797.19,3,Credit Card,L. Martinez,1265.73
1666,2025-04-09,1055,2110,401,0,249.34,1,PayPal,R. Johnson,249.34
1667,2025-06-18,1033,2065,405,0,2745.81,3,PayPal,L. Martinez,915.27
1669,2025-06-22,1006,2004,403,0,1214.67,1,Credit Card,K. Nguyen,1214.67
1670,2025-06-30,1037,2042,401,0,811.36,4,Cash,D. Williams,202.84
1671,2025-03-06,1072,2012,405,0,2735.08,4,Apple Pay,A. Torres,683.77
1672,2025-11-24,1000,2058,403,2,414.78,3,Debit Card,K. Nguyen,138.26
1673,2025-05-04,1155,2095,404,4,907.48,4,Apple Pay,K. Nguyen,226.87
1674,2025-04-11,1042,2022,404,2,2984.9,2,Apple Pay,D. Williams,1492.45
1675,2025-10-11,1048,2021,403,0,4334.9,3,Apple Pay,A. Torres,1444.9666666666665
1676,2024-12-21,1034,2037,403,0,486.34,2,Apple Pay,S. Patel,243.17
1678,2025-11-01,1075,2004,403,4,3946.47,3,Credit Card,D. Williams,1315.49
1679,2025-06-02,1003,2067,403,1,2681.4,2,Apple Pay,A. Torres,1340.7
1680,2024-11-22,1064,2061,401,3,1322.77,1,PayPal,M. Chen,1322.77
1681,2024-01-22,1040,2034,405,1,442.56,4,Cash,J. Alvarez,110.64
1682,2025-01-29,1015,2049,404,0,810.12,3,PayPal,S. Patel,270.04
1683,2025-08-23,1057,2004,404,0,2630.98,2,Credit Card,M. Chen,1315.49
1684,2024-08-27,1050,2025,404,0,2146.22,2,Apple Pay,K. Nguyen,1073.11
1685,2024-06-28,1394,2026,402,4,3749.95,3,Credit Card,R. Johnson,1249.9833333333333
1686,2025-10-12,1053,2030,405,0,474.63,3,Cash,A. Torres,158.21
1687,2024-04-30,1004,2009,404,0,4297.52,4,Credit Card,L. Martinez,1074.38
1688,2025-08-22,1316,2039,404,0,605.77,4,PayPal,L. Martinez,151.4425
1689,2024-11-15,1160,2035,403,3,930.2,5,Debit Card,A. Torres,186.04000000000002
1690,2024-02-23,1124,2096,401,3,247.28,1,PayPal,J. Alvarez,247.28
1691,2024-06-24,1039,2011,402,1,3645.99,4,PayPal,D. Williams,911.4975
1692,2024-10-17,1281,2062,403,0,2015.22,3,Apple Pay,J. Alvarez,671.74
1693,2025-05-26,1000,2069,402,1,2541.38,2,Apple Pay,M. Chen,1270.69
1694,2024-08-24,1040,2105,401,3,248.66,1,Apple Pay,K. Nguyen,248.66
1695,2025-10-27,1133,2093,402,2,622.47,3,Cash,J. Alvarez,207.49
1696,2024-11-10,1007,2045,401,3,590.42,2,PayPal,L. Martinez,295.21
1697,2024-05-09,1062,2053,402,0,428.6,4,Debit Card,R. Johnson,107.15
1698,2024-12-20,1015,2024,403,1,4790.96,4,Apple Pay,S. Patel,1197.74
1699,2024-06-03,1207,2030,403,3,474.63,3,Credit Card,A. Torres,158.21
1700,2024-04-06,1062,2006,402,3,7462.28,4,Apple Pay,D. Williams,1865.57
1701,2024-12-08,1037,2042,403,3,608.52,3,Debit Card,J. Alvarez,202.84
1702,2024-09-05,1008,2086,405,0,863.38,1,Apple Pay,D. Williams,863.38
1704,2025-09-29,1154,2103,402,0,1522.95,4,Credit Card,K. Nguyen,380.7375
1705,2024-05-17,1062,2037,403,4,243.17,1,Debit Card,J. Alvarez,243.17
1706,2024-11-29,1158,2014,405,1,4200.4,4,Cash,S. Patel,1050.1
1707,2024-12-05,1075,2050,402,0,717.66,3,Debit Card,S. Patel,239.22
1708,2025-05-02,1050,2029,404,2,1671.76,1,Cash,A. Torres,1671.76
1709,2025-09-30,1225,2072,404,2,1625.58,2,Cash,R. Johnson,812.79
1710,2025-11-27,1016,2020,403,2,1227.9,1,Credit Card,S. Patel,1227.9
1711,2024-09-04,1041,2039,403,4,504.09,3,Credit Card,J. Alvarez,168.03
1712,2024-01-17,1058,2089,402,2,1845.06,3,Cash,R. Johnson,615.02
1713,2024-08-14,1015,2062,403,4,1343.48,2,PayPal,J. Alvarez,671.74
1714,2024-05-26,1001,2001,402,3,3121.16,2,PayPal,R. Johnson,1560.58
1715,2025-10-13,1041,2016,404,0,5062.92,4,Apple Pay,A. Torres,1265.73
1716,2024-06-17,1022,2040,401,4,203.88,1,Credit Card,J. Alvarez,203.88
1717,2024-12-18,1049,2070,404,3,4860.6,4,Cash,K. Nguyen,1215.15
1719,2025-11-06,1063,2040,402,1,611.64,3,PayPal,D. Williams,203.88
1720,2024-03-03,1334,2045,401,1,295.21,1,Apple Pay,S. Patel,295.21
1721,2025-10-22,1073,2063,402,0,2523.8,2,Credit Card,M. Chen,1261.9
1722,2025-02-22,1032,2023,404,2,3655.94,2,Apple Pay,L. Martinez,1827.97
1723,2024-08-26,1009,2019,404,0,4957.68,3,Debit Card,D. Williams,1652.5600000000002
1724,2024-10-25,1049,2114,402,4,993.99,3,Credit Card,K. Nguyen,331.33
1725,2025-03-02,1270,2085,402,4,4645.24,4,Apple Pay,S. Patel,1161.31
1726,2025-08-31,1327,2028,402,4,1417.82,1,Credit Card,A. Torres,1417.82
1727,2025-08-14,1201,2043,404,0,102.58,1,Debit Card,K. Nguyen,102.58
1728,2024-07-17,1359,2051,402,0,259.34,2,Credit Card,R. Johnson,129.67
1729,2024-12-06,1040,2107,405,0,327.34,2,PayPal,D. Williams,163.67
1730,2024-06-05,1048,2012,403,0,2460.29,4,Cash,K. Nguyen,615.0725
1731,2024-09-10,1045,2068,405,3,905.12,1,Credit Card,L. Martinez,905.12
1732,2025-08-29,1064,2037,404,0,972.68,4,Debit Card,M. Chen,243.17
1733,2025-05-03,1369,2015,401,0,5225.0,4,Apple Pay,A. Torres,1306.25
1734,2025-03-31,1173,2080,403,0,2984.67,4,Credit Card,R. Johnson,746.1675
1735,2024-03-07,1023,2046,401,4,595.74,3,Credit Card,L. Martinez,198.58
1736,2024-11-05,1173,2022,401,3,1492.45,1,PayPal,M. Chen,1492.45
1737,2025-05-26,1114,2016,403,0,2531.46,2,Cash,K. Nguyen,1265.73
1738,2025-10-20,1346,2064,403,0,2348.26,2,Credit Card,J. Alvarez,1174.13
1739,2024-09-18,1004,2008,405,1,1159.15,1,PayPal,R. Johnson,1159.15
1740,2024-11-22,1392,2107,405,0,491.01,3,Cash,R. Johnson,163.67
1741,2024-04-28,1034,2039,403,1,168.03,1,PayPal,J. Alvarez,168.03
1742,2025-04-13,1050,2087,404,3,4344.09,3,PayPal,A. Torres,1448.03
1743,2025-01-22,1173,2061,404,4,1322.77,1,PayPal,K. Nguyen,1322.77
1744,2024-05-05,1003,2028,403,0,2835.64,2,Debit Card,S. Patel,1417.82
1745,2024-04-04,1005,2039,402,4,336.06,2,PayPal,R. Johnson,168.03
1746,2025-01-22,1016,2021,405,0,3275.1,2,Credit Card,D. Williams,1637.55
1747,2024-07-12,1008,2049,403,0,540.08,2,PayPal,L. Martinez,270.04
1748,2024-12-31,1071,2031,403,4,522.69,3,Apple Pay,A. Torres,174.23000000000002
1749,2024-11-11,1206,2047,403,0,333.45,3,PayPal,K. Nguyen,111.14999999999999
1750,2024-12-04,1043,2056,405,3,887.8,5,Debit Card,K. Nguyen,177.56
1751,2024-11-06,1027,2004,405,1,2630.98,2,Cash,L. Martinez,1315.49
1752,2025-09-22,1088,2069,404,1,3812.07,3,Cash,A. Torres,1270.69
1753,2024-04-24,1346,2047,401,4,444.6,4,Credit Card,M. Chen,111.15
1754,2024-10-24,1028,2001,405,1,3121.16,2,Debit Card,R. Johnson,1560.58
1755,2025-09-15,1058,2002,402,2,2937.74,2,PayPal,M. Chen,1468.87
1756,2025-08-31,1381,2001,402,0,3121.16,2,Apple Pay,R. Johnson,1560.58
1757,2025-01-06,1201,2116,403,0,1445.46,3,PayPal,M. Chen,481.82
1758,2024-12-07,1088,2060,402,2,557.27,1,Debit Card,K. Nguyen,557.27
1759,2025-09-19,1184,2002,403,0,2937.74,2,Debit Card,R. Johnson,1468.87
1760,2025-03-18,1082,2047,405,0,111.15,1,Credit Card,D. Williams,111.15
1761,2024-10-03,1018,2083,402,2,3892.32,3,Debit Card,J. Alvarez,1297.44
1762,2024-07-12,1039,2000,401,1,1077.53,1,PayPal,M. Chen,1077.53
1764,2024-11-24,1130,2022,405,3,5969.8,4,Debit Card,R. Johnson,1492.45
1765,2024-09-15,1015,2029,405,0,6687.04,4,Cash,S. Patel,1671.76
1767,2025-03-27,1293,2042,404,2,769.56,4,Debit Card,R. Johnson,192.39
1768,2025-11-11,1261,2057,405,0,1087.37,4,Cash,L. Martinez,271.8425
1769,2024-05-30,1028,2058,405,1,553.04,4,Cash,K. Nguyen,138.26
1770,2024-08-27,1207,2044,401,1,843.9,3,PayPal,A. Torres,281.3
1771,2024-05-22,1026,2085,403,2,4645.24,4,Cash,L. Martinez,1161.31
1772,2024-10-05,1007,2028,405,0,1417.82,1,Apple Pay,M. Chen,1417.82
1773,2025-06-03,1106,2087,402,1,5792.12,4,Cash,D. Williams,1448.03
1774,2025-11-03,1207,2078,402,3,3474.75,3,PayPal,A. Torres,1158.25
1775,2025-11-01,1033,2067,401,4,5362.8,4,PayPal,S. Patel,1340.7
1776,2024-02-06,1270,2092,404,4,677.34,2,Credit Card,D. Williams,338.67
1777,2024-09-01,1045,2005,401,1,1834.46,1,Cash,S. Patel,1834.46
1778,2025-04-25,1028,2106,401,4,202.88,1,Cash,L. Martinez,202.88
1779,2025-11-28,1223,2067,402,1,3536.49,3,Apple Pay,J. Alvarez,1178.83
1781,2025-06-07,1278,2038,401,3,168.01,1,Apple Pay,K. Nguyen,168.01
1782,2025-11-07,1206,2070,402,0,4860.6,4,Apple Pay,M. Chen,1215.15
1783,2025-09-23,1045,2070,404,0,2256.78,2,PayPal,A. Torres,1128.39
1784,2025-07-20,1000,2031,405,1,348.46,2,PayPal,M. Chen,174.23
1785,2024-03-30,1394,2059,403,2,248.08,2,Debit Card,K. Nguyen,124.04
1786,2024-05-23,1106,2000,401,3,1077.53,1,Apple Pay,R. Johnson,1077.53
1787,2025-03-17,1018,2037,403,3,1945.36,8,PayPal,K. Nguyen,243.17
1788,2024-07-13,1278,2099,402,4,497.55,1,Apple Pay,R. Johnson,497.55
1789,2024-02-07,1276,2070,401,0,1215.15,1,Credit Card,J. Alvarez,1215.15
1790,2025-09-08,1154,2000,402,4,3232.59,3,Credit Card,J. Alvarez,1077.53
1791,2024-09-29,1034,2030,401,0,316.42,2,PayPal,J. Alvarez,158.21
1792,2025-07-22,1239,2063,405,3,5047.6,4,PayPal,A. Torres,1261.9
1793,2024-01-09,1060,2008,405,0,2318.3,2,Debit Card,S. Patel,1159.15
1795,2025-02-10,1040,2029,402,2,3343.52,2,Credit Card,J. Alvarez,1671.76
1796,2024-12-24,1057,2034,401,4,331.92,3,PayPal,R. Johnson,110.64
1797,2025-08-12,1316,2115,401,0,629.32,2,Apple Pay,R. Johnson,314.66
1798,2024-04-04,1050,2008,405,2,1021.94,1,PayPal,J. Alvarez,1021.94
1799,2024-08-06,1099,2068,404,2,1810.24,2,Credit Card,J. Alvarez,905.12
1800,2024-11-28,1041,2030,401,0,316.42,2,Cash,A. Torres,158.21
1801,2024-02-11,1051,2046,402,3,595.74,3,Apple Pay,L. Martinez,198.58
1802,2024-12-24,1124,2001,405,2,1560.58,1,Apple Pay,L. Martinez,1560.58
1803,2024-04-22,1213,2098,404,1,1772.3,4,Apple Pay,M. Chen,443.075
1804,2024-09-29,1035,2040,402,0,762.46,4,Cash,R. Johnson,190.615
1805,2025-05-31,1088,2068,405,2,1810.24,2,Debit Card,A. Torres,905.12
1806,2025-09-05,1270,2009,402,0,3223.14,3,Debit Card,A. Torres,1074.3799999999999
1808,2025-06-27,1029,2042,405,0,811.36,4,Debit Card,D. Williams,202.84
1809,2025-11-16,1070,2105,402,0,248.66,1,Apple Pay,K. Nguyen,248.66
